kew_id,taxon_name_Stace,LIST,TAXONCITED,ACCEPTEDNAME,RK,2N/N,chromosome_count_2n,notes,unambiguous_match,matched_by_cit.,matched_by_acc.,match_to_subsp_etc.
281484-1,Cochlearia pyrenaica,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,34,2n=12 +0-2B,,12 +0 - 2B,y,y,y,n
281484-1,Cochlearia pyrenaica,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,34,2n=12 +0-2s,,12 +0 - 2s,y,y,y,n
281484-1,Cochlearia pyrenaica,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,34,2n=12,12,,y,y,y,n
281484-1,Cochlearia pyrenaica,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,34,2n=12,12,,y,y,y,n
281484-1,Cochlearia pyrenaica,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,34,2n=12,12,,y,y,y,n
281484-1,Cochlearia pyrenaica,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,34,2n=12,12,,y,y,y,n
281484-1,Cochlearia pyrenaica,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,34,2n=12,12,,y,y,y,n
281484-1,Cochlearia pyrenaica,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,34,2n=12,12,,y,y,y,n
30067421-2,Coeloglossum viride,Coeloglossum viride (L.) Hartm.,Coeloglossum viride (L.) Hartm.,"Dactylorhiza viridis (L.) R.M.Bateman, Pridgeon & M.W.Chase",34,2n=40,40,,n,y,n,n
30067421-2,Coeloglossum viride,Coeloglossum viride (L.) Hartm.,Coeloglossum viride (L.) Hartm.,"Dactylorhiza viridis (L.) R.M.Bateman, Pridgeon & M.W.Chase",34,2n=40,40,,n,y,n,n
946916-1,Coincya wrightii,Coincya wrightii (O.E. Schulz) Stace,Coincya wrightii (O.E.Schulz) Stace,Coincya wrightii (O.E.Schulz) Stace,34,2n=24,24,,y,y,y,n
840668-1,Conium maculatum,Conium maculatum L.,Conium maculatum L.,Conium maculatum L.,34,2n=22,22,,y,y,y,n
840717-1,Conopodium majus,Conopodium majus (Gouan) Loret,Conopodium majus (Gouan) Loret,Conopodium majus (Gouan) Loret,34,2n=22,22,,y,y,y,n
265849-1,Convolvulus arvensis,Convolvulus arvensis L.,Convolvulus arvensis L.,Convolvulus arvensis L.,34,2n=48,48,,y,y,y,n
271661-1,Cornus sanguinea,Cornus sanguinea L.,Cornus sanguinea L.,Cornus sanguinea L.,34,2n=22,22,,y,y,y,n
326909-2,Corrigiola litoralis,Corrigiola litoralis L.,Corrigiola litoralis L.,Corrigiola litoralis L.,34,2n=16,16,,y,y,y,n
326909-2,Corrigiola litoralis,Corrigiola litoralis L.,Corrigiola litoralis L.,Corrigiola litoralis L.,34,2n=16,16,,y,y,y,n
326909-2,Corrigiola litoralis,Corrigiola litoralis L.,Corrigiola litoralis L.,Corrigiola litoralis L.,34,2n=18,18,,y,y,y,n
326909-2,Corrigiola litoralis,Corrigiola litoralis L.,Corrigiola litoralis L.,Corrigiola litoralis L.,34,2n=18,18,,y,y,y,n
295446-1,Corylus avellana,Corylus avellana L.,Corylus avellana L.,Corylus avellana L.,34,2n=c.22,,c.22,y,y,y,n
295446-1,Corylus avellana,Corylus avellana L.,Corylus avellana L.,Corylus avellana L.,34,2n=22,22,,y,y,y,n
396681-1,Corynephorus canescens,Corynephorus canescens (L.) P. Beauv.,Corynephorus canescens (L.) P.Beauv.,Corynephorus canescens (L.) P.Beauv.,34,2n=14,14,,y,y,y,n
396681-1,Corynephorus canescens,Corynephorus canescens (L.) P. Beauv.,Corynephorus canescens (L.) P.Beauv.,Corynephorus canescens (L.) P.Beauv.,34,2n=14,14,,y,y,y,n
396681-1,Corynephorus canescens,Corynephorus canescens (L.) P. Beauv.,Corynephorus canescens (L.) P.Beauv.,Corynephorus canescens (L.) P.Beauv.,34,2n=14,14,,y,y,y,n
976417-1,Cotoneaster cambricus,Cotoneaster cambricus J. Fryer & B. Hylmö ,Cotoneaster cambricus J.Fryer & B.Hylmö,Cotoneaster cambricus J.Fryer & B.Hylmö,35,2n=68,68,,y,y,y,n
281657-1,Crambe maritima,Crambe maritima L.,Crambe maritima L.,Crambe maritima L.,34,2n=60,60,,y,y,y,n
281657-1,Crambe maritima,Crambe maritima L.,Crambe maritima L.,Crambe maritima L.,34,2n=60,60,,y,y,y,n
281657-1,Crambe maritima,Crambe maritima L.,Crambe maritima L.,Crambe maritima L.,34,2n=60,60,,y,y,y,n
723644-1,Crataegus laevigata,Crataegus laevigata (Poir.) DC.,Crataegus laevigata (Poir.) DC.,Crataegus laevigata (Poir.) DC.,34,2n=34,34,,y,y,y,n
723820-1,Crataegus monogyna,Crataegus monogyna Jacq.,Crataegus monogyna ssp. nordica Franco,Crataegus monogyna ssp. nordica Franco,36,2n=34,34,,y,y,y,y
199715-1,Crepis biennis,Crepis biennis L.,Crepis biennis L.,Crepis biennis L.,34,2n=31,31,,y,y,y,n
199715-1,Crepis biennis,Crepis biennis L.,Crepis biennis L.,Crepis biennis L.,34,2n=36,36,,y,y,y,n
199715-1,Crepis biennis,Crepis biennis L.,Crepis biennis L.,Crepis biennis L.,34,2n=39,39,,y,y,y,n
199715-1,Crepis biennis,Crepis biennis L.,Crepis biennis L.,Crepis biennis L.,34,2n=40,40,,y,y,y,n
199715-1,Crepis biennis,Crepis biennis L.,Crepis biennis L.,Crepis biennis L.,34,2n=40,40,,y,y,y,n
199715-1,Crepis biennis,Crepis biennis L.,Crepis biennis L.,Crepis biennis L.,34,2n=40,40,,y,y,y,n
199753-1,Crepis capillaris,Crepis capillaris (L.) Wallr.,Crepis capillaris (L.) Wallr.,Crepis capillaris (L.) Wallr.,34,2n=6,6,,y,y,y,n
199753-1,Crepis capillaris,Crepis capillaris (L.) Wallr.,Crepis capillaris (L.) Wallr.,Crepis capillaris (L.) Wallr.,34,2n=6,6,,y,y,y,n
199753-1,Crepis capillaris,Crepis capillaris (L.) Wallr.,Crepis capillaris (L.) Wallr.,Crepis capillaris (L.) Wallr.,34,2n=6,6,,y,y,y,n
199753-1,Crepis capillaris,Crepis capillaris (L.) Wallr.,Crepis capillaris (L.) Wallr.,Crepis capillaris (L.) Wallr.,34,2n=6,6,,y,y,y,n
200063-1,Crepis mollis,Crepis mollis (Jacq.) Asch.,Crepis mollis (Jacq.) Asch.,Crepis mollis (Jacq.) Asch.,34,2n=12,12,,y,y,y,n
200063-1,Crepis mollis,Crepis mollis (Jacq.) Asch.,Crepis mollis (Jacq.) Asch.,Crepis mollis (Jacq.) Asch.,34,2n=12,12,,y,y,y,n
200127-1,Crepis paludosa,Crepis paludosa (L.) Moench,Crepis paludosa (L.) Moench,Crepis paludosa (L.) Moench,34,2n=12,12,,y,y,y,n
200127-1,Crepis paludosa,Crepis paludosa (L.) Moench,Crepis paludosa (L.) Moench,Crepis paludosa (L.) Moench,34,2n=12,12,,y,y,y,n
200127-1,Crepis paludosa,Crepis paludosa (L.) Moench,Crepis paludosa (L.) Moench,Crepis paludosa (L.) Moench,34,2n=12,12,,y,y,y,n
200258-1,Crepis setosa,Crepis setosa Haller f.,Crepis setosa Haller f.,Crepis setosa Haller f.,34,2n=8,8,,y,y,y,n
200365-1,Crepis vesicaria,Crepis vesicaria L.,Crepis vesicaria ssp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller,Crepis vesicaria ssp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller,36,2n=8,8,,y,y,y,y
200365-1,Crepis vesicaria,Crepis vesicaria L.,Crepis vesicaria ssp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller,Crepis vesicaria ssp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller,36,2n=8,8,,y,y,y,y
200365-1,Crepis vesicaria,Crepis vesicaria L.,Crepis vesicaria ssp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller,Crepis vesicaria ssp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller,36,2n=8,8,,y,y,y,y
200365-1,Crepis vesicaria,Crepis vesicaria L.,Crepis vesicaria ssp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller,Crepis vesicaria ssp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller,36,2n=8,8,,y,y,y,y
200365-1,Crepis vesicaria,Crepis vesicaria L.,Crepis vesicaria ssp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller,Crepis vesicaria ssp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller,36,2n=8,8,,y,y,y,y
200365-1,Crepis vesicaria,Crepis vesicaria L.,Crepis vesicaria ssp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller,Crepis vesicaria ssp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller,36,2n=8,8,,y,y,y,y
200365-1,Crepis vesicaria,Crepis vesicaria L.,Crepis vesicaria ssp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller,Crepis vesicaria ssp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller,36,2n=8,8,,y,y,y,y
840827-1,Crithmum maritimum,Crithmum maritimum L.,Crithmum maritimum L.,Crithmum maritimum L.,34,2n=20,20,,y,y,y,n
840827-1,Crithmum maritimum,Crithmum maritimum L.,Crithmum maritimum L.,Crithmum maritimum L.,34,2n=20,20,,y,y,y,n
17070940-1,Cryptogramma crispa,Cryptogramma crispa (L.) R. Br. ex Hook.,Cryptogramma crispa (L.) R.Br. ex Hook.,Cryptogramma crispa (L.) R.Br. ex Hook.,34,2n=120,120,,y,y,y,n
267419-1,Cuscuta epithymum,Cuscuta epithymum (L.) L.,Cuscuta epithymum (L.) L.,Cuscuta epithymum (L.) L.,34,2n=14,14,,y,y,y,n
397065-1,Cynodon dactylon,Cynodon dactylon (L.) Pers.,Cynodon dactylon (L.) Pers.,Cynodon dactylon (L.) Pers.,34,2n=36,36,,y,y,y,n
397065-1,Cynodon dactylon,Cynodon dactylon (L.) Pers.,Cynodon dactylon (L.) Pers.,Cynodon dactylon (L.) Pers.,34,2n=36,36,,y,y,y,n
397065-1,Cynodon dactylon,Cynodon dactylon (L.) Pers.,Cynodon dactylon (L.) Pers.,Cynodon dactylon (L.) Pers.,34,2n=36,36,,y,y,y,n
397065-1,Cynodon dactylon,Cynodon dactylon (L.) Pers.,Cynodon dactylon (L.) Pers.,Cynodon dactylon (L.) Pers.,34,2n=36,36,,y,y,y,n
397168-1,Cynosurus cristatus,Cynosurus cristatus L.,Cynosurus cristatus L.,Cynosurus cristatus L.,34,2n=14,14,,y,y,y,n
397168-1,Cynosurus cristatus,Cynosurus cristatus L.,Cynosurus cristatus L.,Cynosurus cristatus L.,34,2n=14,14,,y,y,y,n
330929-2,Cyperus fuscus,Cyperus fuscus L.,Cyperus fuscus L.,Cyperus fuscus L.,34,2n=36,36,,y,y,y,n
17268360-1,Cyrtomium falcatum,Cyrtomium falcatum (L. f.) C. Presl,Cyrtomium falcatum (L.f.) C.Presl,Cyrtomium falcatum (L.f.) C.Presl,34,2n=123,123,,y,y,y,n
17075980-1,Cyrtomium fortunei,Cyrtomium fortunei J. Sm.,Cyrtomium fortunei J.Sm.,Cyrtomium falcatum (L.f.) C.Presl,34,2n=123,123,,n,y,y,n
17387150-1,Cystopteris dickieana,Cystopteris dickieana R. Sim,Cystopteris dickieana R.Sim,Cystopteris dickieana R.Sim,34,2n=168,168,,y,y,y,n
30013429-2,Cystopteris fragilis,Cystopteris fragilis (L.) Bernh.,Cystopteris fragilis (L.) Bernh.,Cystopteris fragilis (L.) Bernh.,34,2n=168,168,,y,y,y,n
30013429-2,Cystopteris fragilis,Cystopteris fragilis (L.) Bernh.,Cystopteris fragilis (L.) Bernh.,Cystopteris fragilis (L.) Bernh.,34,2n=168,168,,y,y,y,n
30013429-2,Cystopteris fragilis,Cystopteris fragilis (L.) Bernh.,Cystopteris fragilis (L.) Bernh.,Cystopteris fragilis (L.) Bernh.,34,2n=252,252,,y,y,y,n
30013429-2,Cystopteris fragilis,Cystopteris fragilis (L.) Bernh.,Cystopteris fragilis (L.) Bernh.,Cystopteris fragilis (L.) Bernh.,34,2n=252,252,,y,y,y,n
30013429-2,Cystopteris fragilis,Cystopteris fragilis (L.) Bernh.,Cystopteris fragilis (L.) Bernh.,Cystopteris fragilis (L.) Bernh.,34,2n=252,252,,y,y,y,n
489963-1,Cytisus scoparius,Cytisus scoparius (L.) Link,Cytisus scoparius (L.) Link,Cytisus scoparius (L.) Link,34,2n=46,46,,y,y,y,n
489963-1,Cytisus scoparius,Cytisus scoparius (L.) Link,Sarothamnus scoparius ssp. prostratus (C.Bailey) Tutin,Cytisus scoparius ssp. maritimus (Rouy) Heywood,36,2n=24,24,,n,y,y,y
489963-1,Cytisus scoparius,Cytisus scoparius (L.) Link,Sarothamnus scoparius ssp. maritimus (Rouy) Ulbr.,Cytisus scoparius ssp. maritimus (Rouy) Heywood,36,2n=46,46,,n,y,y,y
489963-1,Cytisus scoparius,Cytisus scoparius (L.) Link,Sarothamnus scoparius ssp. maritimus (Rouy) Ulbr.,Cytisus scoparius ssp. maritimus (Rouy) Heywood,36,2n=46,46,,n,y,y,y
489963-1,Cytisus scoparius,Cytisus scoparius (L.) Link,Cytisus scoparius ssp. maritimus (Rouy) Heywood,Cytisus scoparius ssp. maritimus (Rouy) Heywood,36,2n=46,46,,n,y,y,y
489963-1,Cytisus scoparius,Cytisus scoparius (L.) Link,Cytisus scoparius ssp. maritimus (Rouy) Heywood,Cytisus scoparius ssp. maritimus (Rouy) Heywood,36,2n=46,46,,n,y,y,y
489963-1,Cytisus scoparius,Cytisus scoparius (L.) Link,Cytisus scoparius ssp. maritimus (Rouy) Heywood,Cytisus scoparius ssp. maritimus (Rouy) Heywood,36,2n=46,46,,n,y,y,y
489963-1,Cytisus scoparius,Cytisus scoparius (L.) Link,Cytisus scoparius ssp. maritimus (Rouy) Heywood,Cytisus scoparius ssp. maritimus (Rouy) Heywood,36,2n=46,46,,n,y,y,y
489963-1,Cytisus scoparius,Cytisus scoparius (L.) Link,Cytisus scoparius ssp. maritimus (Rouy) Heywood,Cytisus scoparius ssp. maritimus (Rouy) Heywood,36,2n=46,46,,n,y,y,y
489963-1,Cytisus scoparius,Cytisus scoparius (L.) Link,Cytisus scoparius ssp. maritimus (Rouy) Heywood,Cytisus scoparius ssp. maritimus (Rouy) Heywood,36,2n=46,46,,n,y,y,y
489963-1,Cytisus scoparius,Cytisus scoparius (L.) Link,Cytisus scoparius ssp. scoparius ,Cytisus scoparius ssp. scoparius ,36,2n=46,46,,n,y,y,y
489963-1,Cytisus scoparius,Cytisus scoparius (L.) Link,Sarothamnus scoparius ssp. maritimus (Rouy) Ulbr.,Cytisus scoparius ssp. maritimus (Rouy) Heywood,36,2n=48,48,,n,y,y,y
489963-1,Cytisus scoparius,Cytisus scoparius (L.) Link,Cytisus scoparius ssp. maritimus (Rouy) Heywood,Cytisus scoparius ssp. maritimus (Rouy) Heywood,36,2n=48,48,,n,y,y,y
327713-1,Daboecia cantabrica,Daboecia cantabrica (Huds.) K. Koch,Daboecia cantabrica (Huds.) K.Koch,Daboecia cantabrica (Huds.) K.Koch,34,2n=24,24,,y,y,y,n
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=c.28,,c.28,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata L.,Dactylis glomerata L.,34,2n=28,28,,y,y,y,n
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata L.,Dactylis glomerata L.,34,2n=28,28,,y,y,y,n
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata L.,Dactylis glomerata L.,34,2n=28,28,,y,y,y,n
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
397309-1,Dactylis glomerata,Dactylis glomerata L.,Dactylis glomerata ssp. glomerata ,Dactylis glomerata ssp. glomerata ,36,2n=28,28,,n,y,y,y
626606-1,Dactylorhiza fuchsii,Dactylorhiza fuchsii (Druce) Soó,Dactylorhiza fuchsii (Druce) Soó,Dactylorhiza fuchsii (Druce) Soó,34,2n=40,40,,y,y,y,n
626606-1,Dactylorhiza fuchsii,Dactylorhiza fuchsii (Druce) Soó,Dactylorhiza fuchsii (Druce) Soó,Dactylorhiza fuchsii (Druce) Soó,34,2n=40,40,,y,y,y,n
626606-1,Dactylorhiza fuchsii,Dactylorhiza fuchsii (Druce) Soó,Dactylorhiza fuchsii (Druce) Soó,Dactylorhiza fuchsii (Druce) Soó,34,2n=40,40,,y,y,y,n
626606-1,Dactylorhiza fuchsii,Dactylorhiza fuchsii (Druce) Soó,Dactylorhiza fuchsii var. okellyi (Druce) R.M.Bateman & Denholm,Dactylorhiza fuchsii ssp. okellyi (Druce) Soó,37,2n=40,40,,n,y,y,y
626606-1,Dactylorhiza fuchsii,Dactylorhiza fuchsii (Druce) Soó,Dactylorhiza fuchsii var. okellyi (Druce) R.M.Bateman & Denholm,Dactylorhiza fuchsii ssp. okellyi (Druce) Soó,37,2n=40,40,,n,y,y,y
626660-1,Dactylorhiza purpurella,Dactylorhiza purpurella (T. & T.A. Stephenson) Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,34,2n=80,80,,y,y,y,n
626660-1,Dactylorhiza purpurella,Dactylorhiza purpurella (T. & T.A. Stephenson) Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,34,2n=80,80,,y,y,y,n
77070481-1,Dactylorhiza traunsteinerioides,Dactylorhiza traunsteinerioides (Pugsley) R.M. Bateman & Denholm,"Dactylorhiza traunsteineri auct., non (Saut. ex Rchb.) Soó",Dactylorhiza traunsteinerioides (Pugsley) R.M.Bateman & Denholm,34,2n=80,80,,n,y,y,n
77070481-1,Dactylorhiza traunsteinerioides,Dactylorhiza traunsteinerioides (Pugsley) R.M. Bateman & Denholm,"Dactylorhiza traunsteineri auct., non (Saut. ex Rchb.) Soó",Dactylorhiza traunsteinerioides (Pugsley) R.M.Bateman & Denholm,34,2n=80,80,,n,y,n,n
397531-1,Danthonia decumbens,Danthonia decumbens (L.) DC.,Danthonia decumbens (L.) DC.,Danthonia decumbens (L.) DC.,34,2n=36,36,,y,y,y,n
397531-1,Danthonia decumbens,Danthonia decumbens (L.) DC.,Danthonia decumbens (L.) DC.,Danthonia decumbens (L.) DC.,34,2n=36,36,,y,y,y,n
831270-1,Daphne laureola,Daphne laureola L.,Daphne laureola L.,Daphne laureola L.,34,2n=18,18,,y,y,y,n
831294-1,Daphne mezereum,Daphne mezereum L.,Daphne mezereum L.,Daphne mezereum L.,34,2n=18,18,,y,y,y,n
841063-1,Daucus carota,Daucus carota L.,Daucus carota L.,Daucus carota L.,34,2n=18,18,,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26 +2B,,26 +2B,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=c.52,,c.52,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=c.52,,c.52,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26,26,,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26,26,,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26,26,,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26,26,,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26,26,,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26,26,,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26,26,,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26,26,,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26,26,,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26,26,,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26,26,,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26,26,,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26,26,,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26,26,,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26,26,,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26,26,,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26,26,,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26,26,,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26,26,,y,y,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,34,2n=26,26,,y,y,y,n
