kew_id,unclear_species_marker,extinct_species_marker,taxon_name,taxon_name_binom,authors,taxon_name_WCVP,authors_WCVP,order,family,genus,subgenus,section,subsection,series,species,group,aggregate,members_of_agg.,taxonomic_status,accepted_kew_id,accepted_name,accepted_authors,imperfect_match_with_Stace_IV,WCVP_URL,POWO_URL,IPNI_URL,accepted_WCVP_URL,StaceIV_nativity,Atlas_nativity_viaALIENATT_PLANTATT,Stace_Crawley_nativity_aliens,SLA,LDMC,seed_mass,leaf_area,mean_veg_height,max_veg_height,L_PLANTATT,F_PLANTATT,R_PLANTATT,N_PLANTATT,S_PLANTATT,L_Doring,F_Doring,R_Doring,N_Doring,S_Doring,T_Doring,ECPE_CSR,predicted_CSR,growth_form,succulence,life_form,biome,origin,TDWG_level_1_code,GB_Man_hectads_post2000,Ire_hectads_post2000,CI_hectads_post2000,GB_Man_hectads_1987_1999,Ire_hectads_1987_1999,CI_hectads_1987_1999,GB_Man_hectads_2000_2009,Ire_hectads_2000_2009,CI_hectads_2000_2009,GB_Man_hectads_2010_2019,Ire_hectads_2010_2019,CI_hectads_2010_2019,hybrid_propensity,scaled_hybrid_propensity,BOLD_link1,BOLD_link2,BOLD_link3
360550-1,,,Aptenia cordifolia (L.f.) Schwantes,Aptenia cordifolia,(L.f.) Schwantes,Aptenia cordifolia,(L.f.) Schwantes,Caryophyllales,Aizoaceae,Aptenia,,,,,cordifolia,,,,Homotypic_Synonym,322566-2,Mesembryanthemum cordifolium,L.f.,,https://wcvp.science.kew.org/taxon/360550-1,http://plantsoftheworldonline.org/taxon/360550-1,https://ipni.org/n/360550-1,https://wcvp.science.kew.org/taxon/322566-2,Neo-natd,AN,Neo-natd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,chamaephyte,,S Africa,2,7,1,3,6,0,4,3,0,2,5,1,3,NA,NA,NA,NA,NA
708997-1,,,Aquilegia pyrenaica DC.,Aquilegia pyrenaica,DC.,Aquilegia pyrenaica,DC.,Ranunculales,Ranunculaceae,Aquilegia,,,,,pyrenaica,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/708997-1,http://plantsoftheworldonline.org/taxon/708997-1,https://ipni.org/n/708997-1,,Neo-natd,AN,Neo-natd,28.32710527,NA,NA,451.26,0.035,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,hemicryptophyte,,Pyrenees,1,7,0,0,3,0,0,4,0,0,3,0,0,NA,NA,NA,NA,NA
306409-2,,,Aquilegia vulgaris L.,Aquilegia vulgaris,L.,Aquilegia vulgaris,L.,Ranunculales,Ranunculaceae,Aquilegia,,,,,vulgaris,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/306409-2,http://plantsoftheworldonline.org/taxon/306409-2,https://ipni.org/n/306409-2,,N,N,,30.3834481,0.295,1.574275862,11654.66538,0.510526316,1,6,4,6,5,0,6,4,7,4,0,6,NA,C/CSR,Herb,NA,hemicryptophyte,Temperate,,,1898,313,4,1249,150,2,1071,100,1,1743,270,3,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1251-20,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2511-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK594-14
277940-1,,,Arabidopsis arenosa (L.) Lawalrée,Arabidopsis arenosa,(L.) Lawalrée,Arabidopsis arenosa,(L.) Lawalrée,Brassicales,Brassicaceae,Arabidopsis,,,,,arenosa,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/277940-1,http://plantsoftheworldonline.org/taxon/277940-1,https://ipni.org/n/277940-1,,Neo-casual,,Neo-casual,27.35,0.206682941,0.0885,143.0853333,0.167857143,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R/SR,Herb,NA,hemicryptophyte / therophyte,,Europe,1,2,1,0,1,0,0,2,0,0,0,1,0,NA,NA,NA,NA,NA
70029213-1,,,Arabidopsis petraea (L.) D.I.Dorof.,Arabidopsis petraea,(L.) D.I.Dorof.,Arabidopsis petraea,(L.) Kolník & Marhold,Brassicales,Brassicaceae,Arabidopsis,,,,,petraea,,,,Homotypic_Synonym,997560-1,Arabidopsis lyrata subsp. petraea,(L.) O'Kane & Al-Shehbaz,,https://wcvp.science.kew.org/taxon/70029213-1,http://plantsoftheworldonline.org/taxon/70029213-1,https://ipni.org/n/70029213-1,https://wcvp.science.kew.org/taxon/997560-1,N,,,NA,NA,NA,NA,NA,NA,9,3,8,1,0,9,3,8,1,0,NA,NA,NA,NA,NA,hemicryptophyte,,,,50,2,0,47,2,0,42,2,0,42,2,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1360-20,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1149-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1151-14
277970-1,,,Arabidopsis thaliana (L.) Heynh.,Arabidopsis thaliana,(L.) Heynh.,Arabidopsis thaliana,(L.) Heynh.,Brassicales,Brassicaceae,Arabidopsis,,,,,thaliana,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/277970-1,http://plantsoftheworldonline.org/taxon/277970-1,https://ipni.org/n/277970-1,,N,N,,32.78880457,0.127191901,0.033292444,281,0.169736842,0.5,8,3,6,2,0,6,4,4,4,0,6,SR,R/CR,Herb,NA,therophyte,Temperate,,,2230,701,9,1957,475,13,1471,255,5,2079,673,9,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA048-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1068-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1067-12
277992-1,,,Arabis alpina L.,Arabis alpina,L.,Arabis alpina,L.,Brassicales,Brassicaceae,Arabis,,,,,alpina,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/277992-1,http://plantsoftheworldonline.org/taxon/277992-1,https://ipni.org/n/277992-1,,N,N,,22.40545093,0.15029251,0.243866667,NA,0.072292683,0.4,7,5,7,3,0,7,5,9,3,0,3,NA,NA,Herb,NA,hemicryptophyte,Arctic Montane,,,2,0,0,3,0,0,2,0,0,2,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1158-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1159-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1050-14
278095-1,,,Arabis caucasica Willd. ex Schltdl.,Arabis caucasica,Willd. ex Schltdl.,Arabis caucasica,Willd.,Brassicales,Brassicaceae,Arabis,,,,,caucasica,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/278095-1,http://plantsoftheworldonline.org/taxon/278095-1,https://ipni.org/n/278095-1,,Neo-natd,AN,Neo-natd,NA,NA,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,chamaephyte,,S Europe,1,295,7,1,246,5,0,127,3,0,201,4,1,NA,NA,NA,NA,NA
278114-1,,,Arabis collina Ten.,Arabis collina,Ten.,Arabis collina,Ten.,Brassicales,Brassicaceae,Arabis,,,,,collina,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/278114-1,http://plantsoftheworldonline.org/taxon/278114-1,https://ipni.org/n/278114-1,,Neo-natd,AN,Neo-natd,NA,NA,NA,NA,0.175,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,hemicryptophyte,,S Europe,1,2,1,0,3,0,0,2,0,0,2,1,0,NA,NA,NA,NA,NA
278269-1,,,Arabis hirsuta (L.) Scop.,Arabis hirsuta,(L.) Scop.,Arabis hirsuta,(L.) Scop.,Brassicales,Brassicaceae,Arabis,,,,,hirsuta,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/278269-1,http://plantsoftheworldonline.org/taxon/278269-1,https://ipni.org/n/278269-1,,N,N,,30.00112331,0.166,0.100473913,274.1011111,0.376296296,1,7,5,8,3,0,7,5,8,3,0,NA,S/SR,R/CR,Herb,NA,hemicryptophyte,Boreo-Temperate,,,535,83,2,608,86,4,345,54,2,407,64,1,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1065-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA049-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1066-12
278528-1,,,Arabis procurrens Waldst. & Kit.,Arabis procurrens,Waldst. & Kit.,Arabis procurrens,Waldst. & Kit.,Brassicales,Brassicaceae,Arabis,,,,,procurrens,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/278528-1,http://plantsoftheworldonline.org/taxon/278528-1,https://ipni.org/n/278528-1,,Neo-natd,,Neo-natd,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,chamaephyte,,Carpathians and Balkans,1,49,0,0,2,0,0,6,0,0,48,0,0,NA,NA,NA,NA,NA
278599-1,,,Arabis scabra All.,Arabis scabra,All.,Arabis scabra,All.,Brassicales,Brassicaceae,Arabis,,,,,scabra,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/278599-1,http://plantsoftheworldonline.org/taxon/278599-1,https://ipni.org/n/278599-1,,N,N,,NA,NA,0.27,NA,0.1115625,0.3,7,3,8,2,0,7,3,8,2,0,NA,NA,NA,Herb,NA,hemicryptophyte,Mediterranean-Atlantic,,,3,0,0,4,0,0,3,0,0,1,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1152-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1150-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1153-14
318562-2,,,Arachis hypogaea L.,Arachis hypogaea,L.,Arachis hypogaea,L.,Fabales,Fabaceae,Arachis,,,,,hypogaea,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/318562-2,http://plantsoftheworldonline.org/taxon/318562-2,https://ipni.org/n/318562-2,,Neo-casual,,Neo-casual,NA,NA,637.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,therophyte,,Brazil,8,12,0,0,5,0,0,7,0,0,5,0,0,NA,NA,NA,NA,NA
89608-1,,,Aralia chinensis L.,Aralia chinensis,L.,Aralia chinensis,L.,Apiales,Araliaceae,Aralia,,,,,chinensis,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/89608-1,http://plantsoftheworldonline.org/taxon/89608-1,https://ipni.org/n/89608-1,,Neo-natd,AN,Neo-natd,21.81601027,0.334476784,1.871428571,1167.25,5.7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S/CSR,Tree,NA,phanerophyte,,China,3,2,0,0,5,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA
89629-1,,,Aralia elata (Miq.) Seem.,Aralia elata,(Miq.) Seem.,Aralia elata,(Miq.) Seem.,Apiales,Araliaceae,Aralia,,,,,elata,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/89629-1,http://plantsoftheworldonline.org/taxon/89629-1,https://ipni.org/n/89629-1,,Neo-natd,AN,Neo-natd,31.50878821,0.241989067,0.75,10672,6.544444444,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C/CSR,Tree,NA,phanerophyte,,far E Asia,3,12,2,0,5,0,2,5,1,0,8,1,0,NA,NA,NA,NA,NA
89765-1,,,Aralia racemosa L.,Aralia racemosa,L.,Aralia racemosa,L.,Apiales,Araliaceae,Aralia,,,,,racemosa,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/89765-1,http://plantsoftheworldonline.org/taxon/89765-1,https://ipni.org/n/89765-1,,Neo-natd,AN,Neo-natd,NA,NA,0.819,54675,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,hemicryptophyte,,E N America,7,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA
261681-1,,,Araucaria araucana (Molina) K.Koch,Araucaria araucana,(Molina) K.Koch,Araucaria araucana,(Molina) K.Koch,Araucariales,Araucariaceae,Araucaria,,,,,araucana,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/261681-1,http://plantsoftheworldonline.org/taxon/261681-1,https://ipni.org/n/261681-1,,Neo-surv,AN,Neo,3.14,NA,4118.1,30.38,19.13034286,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,NA,phanerophyte / vine,,Chile and W Argentina,8,531,53,1,181,3,3,201,38,0,430,19,1,NA,NA,NA,NA,NA
326526-1,,,Arbutus unedo L.,Arbutus unedo,L.,Arbutus unedo,L.,Ericales,Ericaceae,Arbutus,,,,,unedo,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/326526-1,http://plantsoftheworldonline.org/taxon/326526-1,https://ipni.org/n/326526-1,,N,N,,9.743641867,0.357166221,186.5769091,1563.05855,6.862068966,13.5,6,5,7,2,0,6,5,7,2,0,NA,NA,S/CS,Tree,NA,phanerophyte / tree,Mediterranean-Atlantic,,,119,25,0,45,12,2,44,11,0,95,21,0,NA,NA,NA,NA,NA
178385-1,,,Arctium lappa L.,Arctium lappa,L.,Arctium lappa,L.,Asterales,Asteraceae,Arctium,,,,,lappa,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/178385-1,http://plantsoftheworldonline.org/taxon/178385-1,https://ipni.org/n/178385-1,,Arch-denizen,AR,Arch-denizen,27.52297834,0.185450313,11.42568571,34379.5955,1.327753036,3,9,5,7,9,0,9,5,7,9,0,6,CR,C/CR,Herb,NA,hemicryptophyte,Temperate,,,955,2,0,832,4,0,631,0,0,871,2,0,1,100,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1956-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA836-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1096-12
178406-1,,,Arctium minus (Hill) Bernh.,Arctium minus,(Hill) Bernh.,Arctium minus,(Hill) Bernh.,Asterales,Asteraceae,Arctium,,,,,minus,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/178406-1,http://plantsoftheworldonline.org/taxon/178406-1,https://ipni.org/n/178406-1,,N,N,,25.85487805,0.177333333,9.56604058,117000,1.341176471,2.2,6,4,7,5,0,9,5,NA,8,0,5,CR,C,Herb,NA,hemicryptophyte,Temperate,,,2181,577,12,2076,700,14,1791,320,0,2058,472,12,1,100,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA050-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1950-12,NA
77072591-1,,,Arctium nemorosum Lej.,Arctium nemorosum,Lej.,Arctium nemorosum,Lej.,Asterales,Asteraceae,Arctium,,,,,nemorosum,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/77072591-1,http://plantsoftheworldonline.org/taxon/77072591-1,https://ipni.org/n/77072591-1,,N,,,25.245,0.12988,15.733,74857.31,1.570625,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,Herb,NA,hemicryptophyte,Temperate,,,678,187,0,920,121,0,389,76,0,492,149,0,NA,NA,NA,NA,NA
17712-2,,,Arctium tomentosum Mill.,Arctium tomentosum,Mill.,Arctium tomentosum,Mill.,Asterales,Asteraceae,Arctium,,,,,tomentosum,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/17712-2,http://plantsoftheworldonline.org/taxon/17712-2,https://ipni.org/n/17712-2,,Neo-casual,,Neo-casual,50,NA,9.862857143,107905.96,0.932142857,1.5,NA,NA,NA,NA,NA,8,5,8,9,0,5,NA,NA,Herb,NA,hemicryptophyte,,Europe,1,4,0,0,4,0,0,0,0,0,4,0,0,NA,NA,NA,NA,NA
17730-2,,,Arctostaphylos alpinus (L.) Spreng.,Arctostaphylos alpinus,(L.) Spreng.,Arctostaphylos alpina,(L.) Spreng.,Ericales,Ericaceae,Arctostaphylos,,,,,alpina,,,,Homotypic_Synonym,17976-2,Arctous alpina,(L.) Nied.,y,https://wcvp.science.kew.org/taxon/17730-2,http://plantsoftheworldonline.org/taxon/17730-2,https://ipni.org/n/17730-2,https://wcvp.science.kew.org/taxon/17976-2,N,N,,NA,NA,NA,NA,NA,NA,7,6,2,2,0,7,5,NA,2,0,2,NA,NA,Shrub,NA,chamaephyte,Arctic Montane,,,122,0,0,96,0,0,72,0,0,110,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK043-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK044-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1206-14
1024084-2,,,Arctostaphylos uva-ursi (L.) Spreng.,Arctostaphylos uva-ursi,(L.) Spreng.,Arctostaphylos uva-ursi,(L.) Spreng.,Ericales,Ericaceae,Arctostaphylos,,,,,uva-ursi,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/1024084-2,http://plantsoftheworldonline.org/taxon/1024084-2,https://ipni.org/n/1024084-2,,N,N,,7.322872801,0.349875281,14.07466902,300.6555455,0.251681019,1.8,7,5,2,2,0,7,5,2,2,0,NA,NA,S,Shrub,NA,chamaephyte,Boreal montane,,,381,32,0,316,28,0,237,10,0,319,28,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1078-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK041-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK042-14
178499-1,,,Arctotheca calendula (L.) Levyns,Arctotheca calendula,(L.) Levyns,Arctotheca calendula,(L.) Levyns,Asterales,Asteraceae,Arctotheca,,,,,calendula,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/178499-1,http://plantsoftheworldonline.org/taxon/178499-1,https://ipni.org/n/178499-1,,Neo-casual,,Neo-casual,26.843,NA,1.127125,NA,0.232,0.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,hemicryptophyte,,S Africa,2,1,0,0,2,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA
178531-1,,,Arctotis aspera L.,Arctotis aspera,L.,Arctotis aspera,L.,Asterales,Asteraceae,Arctotis,,,,,aspera,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/178531-1,http://plantsoftheworldonline.org/taxon/178531-1,https://ipni.org/n/178531-1,,Neo-natd,,,NA,NA,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,chamaephyte / hemicryptophyte,,S Africa,2,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA
1000915-2,,,Aremonia agrimonioides (L.) DC.,Aremonia agrimonioides,(L.) DC.,Aremonia agrimonoides,(L.) DC.,Rosales,Rosaceae,Aremonia,,,,,agrimonoides,,,,Accepted,,,,y,https://wcvp.science.kew.org/taxon/1000915-2,http://plantsoftheworldonline.org/taxon/1000915-2,https://ipni.org/n/1000915-2,,Neo-natd,AN,Neo-natd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,hemicryptophyte,,S & C Europe,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
150988-1,,,Arenaria balearica L.,Arenaria balearica,L.,Arenaria balearica,L.,Caryophyllales,Caryophyllaceae,Arenaria,,,,,balearica,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/150988-1,http://plantsoftheworldonline.org/taxon/150988-1,https://ipni.org/n/150988-1,,Neo-natd,AN,Neo-natd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,chamaephyte,,W Mediterranean islands,1,34,5,0,59,4,1,24,3,0,16,2,0,NA,NA,NA,NA,NA
151077-1,,,Arenaria ciliata L.,Arenaria ciliata,L.,Arenaria ciliata,L.,Caryophyllales,Caryophyllaceae,Arenaria,,,,,ciliata,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/151077-1,http://plantsoftheworldonline.org/taxon/151077-1,https://ipni.org/n/151077-1,,N,N,,NA,NA,NA,NA,0.054583333,0.1,9,5,8,2,0,9,5,8,2,0,NA,NA,NA,Herb,NA,chamaephyte,Arctic Montane,,,0,2,0,0,1,0,0,1,0,0,2,0,NA,NA,NA,NA,NA
151355-1,,,Arenaria leptoclados (Rchb.) Guss.,Arenaria leptoclados,(Rchb.) Guss.,Arenaria leptoclados,(Rchb.) Guss.,Caryophyllales,Caryophyllaceae,Arenaria,,,,,leptoclados,,,,Homotypic_Synonym,,,,,https://wcvp.science.kew.org/taxon/151355-1,http://plantsoftheworldonline.org/taxon/151355-1,https://ipni.org/n/151355-1,,N,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,therophyte,,,,685,114,2,733,51,5,343,33,0,531,93,2,NA,NA,NA,NA,NA
151459-1,,,Arenaria montana L.,Arenaria montana,L.,Arenaria montana,L.,Caryophyllales,Caryophyllaceae,Arenaria,,,,,montana,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/151459-1,http://plantsoftheworldonline.org/taxon/151459-1,https://ipni.org/n/151459-1,,Neo-natd,AN,Neo-natd,26.86068008,NA,NA,45.14807143,0.206666667,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,chamaephyte,,SW Europe,1,3,0,3,0,0,1,0,0,3,3,0,1,NA,NA,NA,NA,NA
151501-1,,,Arenaria norvegica Gunnerus,Arenaria norvegica,Gunnerus,Arenaria norvegica,Gunnerus,Caryophyllales,Caryophyllaceae,Arenaria,,,,,norvegica,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/151501-1,http://plantsoftheworldonline.org/taxon/151501-1,https://ipni.org/n/151501-1,,N,N,,NA,NA,0.225454545,NA,0.041666667,0.06,9,3,8,2,0,9,3,8,2,0,NA,NA,NA,Herb,NA,chamaephyte,Arctic Montane,,,12,1,0,12,0,0,12,1,0,9,1,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1165-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK577-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK439-14
303826-2,,,Arenaria serpyllifolia L.,Arenaria serpyllifolia,L.,Arenaria serpyllifolia,L.,Caryophyllales,Caryophyllaceae,Arenaria,,,,,serpyllifolia,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/303826-2,http://plantsoftheworldonline.org/taxon/303826-2,https://ipni.org/n/303826-2,,N,N,,20.58780435,0.301525556,0.068878689,9.21,0.165391304,0.3,8,3,7,5,0,8,3,7,5,0,NA,SR,S/SR,Herb,NA,therophyte,Southern Temperate,,,1678,387,12,1751,377,11,1108,165,6,1434,324,12,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2773-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA051-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2068-12
18816-2,,,Argemone mexicana L.,Argemone mexicana,L.,Argemone mexicana,L.,Ranunculales,Papaveraceae,Argemone,,,,,mexicana,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/18816-2,http://plantsoftheworldonline.org/taxon/18816-2,https://ipni.org/n/18816-2,,Neo-casual,,Neo-casual,NA,NA,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,therophyte,,C America,8,7,0,0,3,0,0,3,0,0,4,0,0,NA,NA,NA,NA,NA
85894-1,,,Arisarum proboscideum (L.) Savi,Arisarum proboscideum,(L.) Savi,Arisarum proboscideum,(L.) Savi,Alismatales,Araceae,Arisarum,,,,,proboscideum,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/85894-1,http://plantsoftheworldonline.org/taxon/85894-1,https://ipni.org/n/85894-1,,Neo-natd,AN,Neo-natd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,geophyte,,Spain and Italy,1,13,2,0,3,0,0,6,1,0,10,1,0,NA,NA,NA,NA,NA
77142512-1,,,Aristaloe aristata (Haw.) Boatwr. & J.C.Manning,Aristaloe aristata,(Haw.) Boatwr. & J.C.Manning,Aristaloe aristata,(Haw.) Boatwr. & J.C.Manning,Asparagales,Asphodelaceae,Aristaloe,,,,,aristata,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/77142512-1,http://plantsoftheworldonline.org/taxon/77142512-1,https://ipni.org/n/77142512-1,,Neo-natd,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hemicryptophyte / chamaephyte,,S Africa,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389205-1,,,Aristavena setacea (Huds.) F.Albers & Butzin,Aristavena setacea,(Huds.) F.Albers & Butzin,Aristavena setacea,(Huds.) F.Albers & Butzin,Poales,Poaceae,Aristavena,,,,,setacea,,,,Homotypic_Synonym,398054-1,Deschampsia setacea,(Huds.) Hack.,,https://wcvp.science.kew.org/taxon/389205-1,http://plantsoftheworldonline.org/taxon/389205-1,https://ipni.org/n/389205-1,https://wcvp.science.kew.org/taxon/398054-1,N,,,NA,NA,NA,NA,NA,NA,8,9,2,1,0,8,9,2,1,0,NA,NA,NA,NA,NA,hemicryptophyte,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA220-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2015-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2014-12
435963-1,,,Aristea ecklonii Baker,Aristea ecklonii,Baker,Aristea ecklonii,Baker,Asparagales,Iridaceae,Aristea,,,,,ecklonii,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/435963-1,http://plantsoftheworldonline.org/taxon/435963-1,https://ipni.org/n/435963-1,,Neo-natd,AN,Neo-natd,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,hemicryptophyte,,S Africa,2,3,0,0,2,0,0,2,0,0,2,0,0,NA,NA,NA,NA,NA
92841-1,,,Aristolochia clematitis L.,Aristolochia clematitis,L.,Aristolochia clematitis,L.,Piperales,Aristolochiaceae,Aristolochia,,,,,clematitis,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/92841-1,http://plantsoftheworldonline.org/taxon/92841-1,https://ipni.org/n/92841-1,,Neo-natd,AN,Neo-natd,16.92583333,0.270234167,32.45341667,8621.27,0.471428571,1,NA,NA,NA,NA,NA,6,4,8,8,0,7,NA,C/CSR,Herb,NA,hemicryptophyte,,Europe,1,18,1,0,18,0,1,9,0,0,12,1,0,NA,NA,NA,NA,NA
93004-1,,,Aristolochia hirta L.,Aristolochia hirta,L.,Aristolochia hirta,L.,Piperales,Aristolochiaceae,Aristolochia,,,,,hirta,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/93004-1,http://plantsoftheworldonline.org/taxon/93004-1,https://ipni.org/n/93004-1,,Neo-natd,AN,Neo-natd,NA,NA,NA,NA,0.45,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hemicryptophyte,,Turkey,3,1,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA
